1		0.0584073464102071	0.0584073464102071	0.0584073464102071	0.0584073464102071
10		0.0008333314113047	0.0008333314113056	0.0008333314113047	0.0008333314113056
100		0.0000083333333314	0.0000083333333323	0.0000083333333314	0.2103230891955485
1000		0.0000000833333340	0.0000000833333296	0.0000000833333331	0.0201002491566671
10000		0.0000000008333325	0.0000000008333410	0.0000000008333338	0.0020009994991663
100000		0.0000000000083338	0.0000000000083684	0.0000000000083276	0.0002000099919988
1000000		0.0000000000001186	0.0000000000000289	0.0000000000000879	0.0000200000999175
10000000	0.0000000000000071	0.0000000000000622	0.0000000000000022	0.0000020000009870
100000000	0.0000000000000564	0.0000000000006333	0.0000000000001683	0.0000001999999921
1000000000	0.0000000000001976	0.0000000000001776	0.0000000000000004	0.0000000199998995
10000000000	0.0000000042548596	0.0000000000002149	0.0000000113468799	0.0000000113469021
100000000000	0.0000000032901184	0.0000000000000213	0.0000000032902454	0.0000000163809655
1000000000000	0.0000000016817299	0.0000000000000200	0.0000000044847499	0.0000000100908579
10000000000000	0.0000000030391840	0.0000000000000364	0.0000000030392040	0.0000000334312005
